episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
301, -2507.141357421875, 3, 0.43688041999996585, 1, 82256,                                             25600, 447498.8125, 881.854248046875
302, 3545.96309982799, 1, 1.6657163300000093, 158, 82414,                                             25600, 197236.9375, 984.3489990234375
303, -3564.939826913178, 2, 2.239154608999911, 209, 82623,                                             25600, 103313.84375, 1535.2099609375
304, 3136.6758967600763, 1, 2.0375832089999903, 192, 82815,                                             25600, 120505.8671875, 2064.028076171875
305, 3363.308481592685, 1, 1.6698226350000596, 153, 82968,                                             25600, 152542.5, 2606.17578125
306, 3648.398517375812, 1, 1.4203473940000322, 133, 83101,                                             25600, 157926.046875, 2812.42431640625
307, -2763.8431793043856, 2, 1.2208315670000047, 117, 83218,                                             25600, 176884.53125, 2908.31640625
308, 3538.1784114800394, 1, 1.6690536799999336, 154, 83372,                                             25600, 176342.65625, 2977.40771484375
309, 3483.1885414794087, 1, 1.7173382070000116, 162, 83534,                                             25600, 181102.046875, 3008.978515625
310, -2926.2138986904174, 2, 1.544895256000018, 142, 83676,                                             25600, 190885.015625, 2991.100830078125
311, 3014.521805082448, 1, 1.4941709860000856, 139, 83815,                                             25600, 185927.890625, 2827.850341796875
312, -3241.2936657369137, 2, 1.6948151939999434, 156, 83971,                                             25600, 187037.984375, 2750.24755859375
313, -4136.9339750260115, 2, 0.9855459509999491, 90, 84061,                                             25600, 182481.546875, 2823.98046875
314, -5402.052971839905, 2, 1.1689588020000201, 114, 84175,                                             25600, 196906.046875, 2873.22119140625
315, 2872.8449026569724, 1, 1.9551198519999389, 180, 84355,                                             25600, 176127.625, 3057.353515625
316, -3131.622578263283, 3, 3.9329622609999433, 361, 84716,                                             25600, 196710.515625, 3305.403076171875
317, -3857.405756622553, 2, 2.52102066000009, 227, 84943,                                             25600, 197803.125, 3482.5126953125
318, 3130.7033652160317, 1, 2.4431871629999478, 226, 85169,                                             25600, 211659.25, 3556.802978515625
319, -3221.7537666000426, 2, 2.282937654999955, 209, 85378,                                             25600, 192183.0, 3608.426513671875
320, 2983.8762512998655, 1, 2.9506747110000333, 269, 85647,                                             25600, 215053.703125, 3686.328369140625
321, -3756.701822916046, 2, 2.2557416800000283, 209, 85856,                                             25600, 190153.4375, 3842.9052734375
322, -5195.08649712801, 2, 1.2689024399999198, 117, 85973,                                             25600, 162606.484375, 3915.7802734375
323, -4579.8126584887505, 2, 0.7634289999999737, 76, 86049,                                             25600, 185115.375, 3957.59130859375
324, -5166.627580836415, 2, 1.1912111929999583, 109, 86158,                                             25600, 158411.234375, 4060.863525390625
325, -5319.638949431479, 2, 1.6719045699999242, 156, 86314,                                             25600, 151240.046875, 4197.70654296875
326, -5118.602905988693, 2, 1.0074465910000754, 96, 86410,                                             25600, 159155.4375, 4324.98681640625
327, -4797.192607410252, 2, 1.1244423530000631, 104, 86514,                                             25600, 175905.78125, 4429.36865234375
328, -4850.948149573058, 2, 1.5161341059999813, 138, 86652,                                             25600, 177747.625, 4587.28759765625
329, -5827.17030659318, 2, 2.3145142260000284, 210, 86862,                                             25600, 168770.9375, 4820.6611328125
330, -4827.351703196764, 2, 1.0602694829999564, 99, 86961,                                             25600, 161738.875, 5017.45947265625
331, -4828.343364015687, 2, 1.1153246850000187, 104, 87065,                                             25600, 176351.46875, 5152.931640625
332, -2981.5316979512572, 2, 0.9661313909999762, 93, 87158,                                             25600, 187782.15625, 5211.3720703125
333, -4469.757589726942, 2, 0.7502194259999442, 71, 87229,                                             25600, 152503.03125, 5217.5625
334, -5093.3911341307685, 2, 1.4671296899999788, 141, 87370,                                             25600, 139465.0, 5201.27294921875
